address_line_1,address_line_2,city,fax,friday_close,friday_open,has_beer_cold_room,has_bilingual_services,has_parking,has_product_consultant,has_special_occasion_permits,has_tasting_bar,has_transit_access,has_vintages_corner,has_wheelchair_accessability,id,inventory_count,inventory_price,inventory_volume_in_milliliters,is_dead,lat,long,monday_close,monday_open,name,postal_code,products_count,saturday_close,saturday_open,store_no,sunday_close,sunday_open,tags,telephone,thursday_close,thursday_open,tuesday_close,tuesday_open,wednesday_close,wednesday_open
142 St David Street North,P.O. Box 124,Noelville,(705) -       ,1080.0,600.0,False,True,True,False,True,False,True,False,True,322,5757,9212848,5086454,False,46.1399,-80.4311,,,Hwy. 64 & 535,P0M2N0,570,1080.0,600.0,322,1080.0,660.0,hwy 64 535 142 st david street north po box 124 noelville p0m2n0,(705) 898-2802,1080.0,600.0,1080.0,600.0,1080.0,600.0
Hwy. 69,P.O. Box 8,Pointe Au Baril,(705) 366-2364,1080.0,600.0,True,False,True,False,True,False,False,True,True,323,17969,24261540,15895767,False,45.5958,-80.3738,1080.0,600.0,Hwy. 69 & 644,P0G1K0,1056,1080.0,600.0,323,1080.0,660.0,hwy 69 644 po box 8 pointe au baril p0g1k0,(705) 366-2364,1080.0,600.0,1080.0,600.0,1080.0,600.0
1385 Carling Avenue,Hampton Park Plaza,Ottawa,(613) 728-3480,1260.0,570.0,False,True,True,False,False,True,True,True,True,324,40793,52839618,32751223,False,45.3864,-75.7394,1080.0,570.0,Carling & Kirkwood,K1Z7L6,1818,1080.0,570.0,324,1080.0,660.0,carling kirkwood 1385 avenue hampton park plaza ottawa k1z7l6,(613) 728-6746,1260.0,570.0,1080.0,570.0,1080.0,570.0
378 Speedvale Avenue East,Unit 1A,Guelph,(519) 824-6600,1260.0,600.0,False,False,True,True,True,False,True,True,True,325,61124,95151529,49164761,False,43.5674,-80.2571,1260.0,600.0,Speedvale & Stevenson,N1E1N5,2936,1260.0,600.0,325,1080.0,660.0,speedvale stevenson 378 avenue east unit 1a guelph n1e1n5,(519) 824-7900,1260.0,600.0,1260.0,600.0,1260.0,600.0
74 Dundas Street East,,Waterdown,(905) 689-8371,1260.0,600.0,False,False,True,True,True,False,True,True,True,326,54377,88338974,47580560,False,43.3162,-79.9112,1260.0,600.0,Hwy 5 & Hwy 6,L9H0C2,2904,1260.0,600.0,326,1080.0,660.0,hwy 5 6 74 dundas street east waterdown l9h0c2,(905) 689-6855,1260.0,600.0,1260.0,600.0,1260.0,600.0
5-5085 Hwy 69,Hanmer Valley Shopping Centre,Hanmer,(705) 969-3372,1260.0,600.0,False,True,True,False,True,True,True,False,True,327,13078,21610696,10837609,False,46.6517,-80.9883,1080.0,600.0,Hwy. 69 North & Elmview Drive,P3P1P7,981,1080.0,600.0,327,1080.0,660.0,hwy 69 north elmview drive 5 5085 5-5085 55085 hanmer valley shopping centre p3p1p7,(705) 969-2088,1260.0,600.0,1080.0,600.0,1080.0,600.0
538 Huron Street,P.O. Box 280,Watford,(519) 876-2757,1200.0,600.0,True,False,True,False,True,False,False,False,True,328,13252,18031656,14260778,False,42.947,-81.8785,1080.0,600.0,Main & Huron Street,N0M2S0,836,1080.0,600.0,328,1080.0,660.0,main huron street 538 po box 280 watford n0m2s0,(519) 876-2914,1080.0,600.0,1080.0,600.0,1080.0,600.0
545 Steeles Ave. E.,,Brampton,(905) 454-6506,1320.0,570.0,True,True,True,True,True,True,True,True,False,329,120037,130645713,55720546,False,43.6779,-79.7194,1320.0,570.0,Steeles & Hwy 410,L6W4S2,3177,1320.0,570.0,329,1080.0,660.0,steeles hwy 410 545 ave e brampton l6w4s2,(905) 454-7980,1320.0,570.0,1320.0,570.0,1320.0,570.0
325 Bridge Street,,Port Stanley,(519) 782-3944,1260.0,600.0,True,False,True,False,True,False,True,False,True,330,17871,24909980,18004314,False,42.6647,-81.2151,1080.0,600.0,Bridge & Carlow Street,N5L1C5,1067,1080.0,600.0,330,1080.0,660.0,bridge carlow street 325 port stanley n5l1c5,(519) 782-3367,1080.0,600.0,1080.0,600.0,1080.0,600.0
31 Nelson Street,P.O. Box 3322,Meaford,(519) 538-2590,1200.0,600.0,True,False,True,False,True,False,False,False,True,331,17187,20784068,13907077,False,44.6075,-80.5932,1080.0,600.0,Nelson & Sykes Street,N4L1A5,1146,1080.0,600.0,331,1080.0,660.0,nelson sykes street 31 po box 3322 meaford n4l1a5,(519) 538-2590,1080.0,600.0,1080.0,600.0,1080.0,600.0
112 Quebec Street,P.O. Box 120,Nakina,(807) 329-5366,1080.0,600.0,False,True,True,False,True,False,False,False,True,332,3620,5954316,5074227,False,50.1783,-86.7098,,,Quebec & Railroad Street,P0T2H0,326,1080.0,600.0,332,,,quebec railroad street 112 po box 120 nakina p0t2h0,(807) 329-5366,1080.0,600.0,1080.0,600.0,1080.0,600.0
100 King Street West,Lower Concourse,Toronto,(416) 594-6461,1140.0,600.0,False,True,False,True,False,False,True,True,True,333,15436,31684567,9596933,False,43.6486,-79.3822,1080.0,600.0,Bay & King,M5X1B1,796,,,333,,,bay king 100 street west lower concourse toronto central toronto-central torontocentral m5x1b1,(416) 594-9040,1140.0,600.0,1080.0,600.0,1080.0,600.0
6975 Meadowvale Town Centre,Meadowvale Town Centre,Mississauga,(905) 286-5751,1320.0,600.0,True,True,True,True,True,False,True,True,True,334,60486,103236403,47417030,False,43.5819,-79.7582,1320.0,600.0,Winston Churchill & Aquitaine / Battleford,L5N2W7,3338,1320.0,600.0,334,1080.0,660.0,winston churchill aquitaine battleford 6975 meadowvale town centre mississauga l5n2w7,(905) 286-0188,1320.0,600.0,1320.0,600.0,1320.0,600.0
4793 Hwy 11 / 17,Po Box 100,Kakabeka Falls,(807) 577-0739,1080.0,600.0,True,False,True,False,True,False,False,False,True,335,13435,20589197,15586785,False,48.4014,-89.6146,1080.0,600.0,Hwy 17 & Oliver Road,P0T1W0,722,1080.0,600.0,335,1080.0,660.0,hwy 17 oliver road 4793 11 po box 100 kakabeka falls p0t1w0,(807) 473-9421,1080.0,600.0,1080.0,600.0,1080.0,600.0
86 Main Street,P.O. Box 28,Kearney,(705) 636-5931,1080.0,600.0,True,False,True,False,False,False,True,True,True,336,6190,8844479,6419185,False,45.5556,-79.2239,,,Hwy. 518 & Main Street,P0A1M0,600,1080.0,600.0,336,1080.0,660.0,hwy 518 main street 86 po box 28 kearney p0a1m0,(705) 636-5931,1080.0,600.0,1080.0,600.0,1080.0,600.0
42 Thompson Street,P.O. Box 250,Courtright,(519) 867-2771,1080.0,600.0,False,False,True,False,False,False,False,False,True,337,8213,12337870,9706568,False,42.8204,-82.473,1080.0,600.0,Thompson Street & St. Clair Parkway,N0N1H0,546,1080.0,600.0,337,,,thompson street st clair parkway 42 po box 250 courtright n0n1h0,(519) 867-2771,1080.0,600.0,1080.0,600.0,1080.0,600.0
30 Young Street,P.O. Box 158,Foleyet,(705) 899-2700,1080.0,600.0,False,True,True,False,True,False,False,False,True,338,2956,4749936,3913934,False,48.2446,-82.4417,,,Hwy. 101 & Young Street,P0M1T0,328,1080.0,600.0,338,,,hwy 101 young street 30 po box 158 foleyet p0m1t0,(705) 899-2700,1080.0,600.0,1080.0,600.0,1080.0,600.0
136 St. Andrew Street,P.O. Box 179,Mitchell,(519) 348-8681,1260.0,600.0,False,False,True,False,True,False,False,False,True,339,10621,13755756,8776633,False,43.4678,-81.1959,1080.0,600.0,Montreal & St. Andrew,N0K1N0,702,1080.0,600.0,339,,,montreal st andrew 136 street po box 179 mitchell n0k1n0,(519) 348-8681,1080.0,600.0,1080.0,600.0,1080.0,600.0
76 Arlington Drive,,Keswick,(905) 476-9702,1260.0,570.0,False,False,True,False,True,False,True,True,True,340,45920,67993538,42168802,False,44.2341,-79.4508,1260.0,570.0,Woodbine & Arlington,L4P0A9,2215,1260.0,570.0,340,1080.0,660.0,woodbine arlington 76 drive keswick l4p0a9,(905) 476-5322,1260.0,570.0,1260.0,570.0,1260.0,570.0
420 Spadina Road,,Toronto,(416) 487-4009,1260.0,600.0,False,True,False,True,False,False,True,True,True,341,24658,45809446,17502884,False,43.6889,-79.4129,1260.0,600.0,Spadina Road and Lonsdale Road,M5P2W2,1675,1260.0,600.0,341,1080.0,660.0,spadina road and lonsdale 420 toronto central toronto-central torontocentral m5p2w2,(416) 487-4100,1260.0,600.0,1260.0,600.0,1260.0,600.0
400 Lansdowne Street East,Willowcreek Plaza,Peterborough,(705) 745-1074,1200.0,570.0,False,False,True,False,True,False,True,False,True,343,32658,44194095,27676170,False,44.2931,-78.29,1200.0,570.0,Lansdowne East & Ashburnham,K9L0B2,1576,1200.0,570.0,343,1080.0,660.0,lansdowne east ashburnham 400 street willowcreek plaza peterborough k9l0b2,(705) 745-0372,1200.0,570.0,1200.0,570.0,1200.0,570.0
"101 Holiday Inn Drive, Unit C",,Cambridge,(519) 658-4677,1260.0,600.0,False,False,True,True,True,False,True,True,True,344,53941,88977606,44433398,False,43.4194,-80.3246,1260.0,600.0,Hwy 24 & Hwy 401,N3C1Z3,2901,1260.0,600.0,344,1080.0,660.0,hwy 24 401 101 holiday inn drive unit c cambridge n3c1z3,(519) 658-4261,1260.0,600.0,1260.0,600.0,1260.0,600.0
617 Victoria Street North,,Kitchener,(519) 744-6601,1260.0,600.0,False,False,True,False,True,False,True,False,True,345,32407,40014078,26037376,False,43.4606,-80.4742,1200.0,600.0,Victoria & Edna,N2H5G3,1473,1260.0,600.0,345,1080.0,660.0,victoria edna 617 street north kitchener n2h5g3,(519) 744-7306,1260.0,600.0,1200.0,600.0,1200.0,600.0
7850 Weston Road,Building C5,Woodbridge,(905) 851-8168,1260.0,600.0,False,False,True,True,True,True,True,True,True,346,77859,177399126,60741864,False,43.791,-79.5485,1260.0,600.0,Hwy 7 & Weston,L4L9N8,3570,1260.0,600.0,346,1080.0,660.0,hwy 7 weston 7850 road building c5 woodbridge l4l9n8,(905) 851-2500,1260.0,600.0,1260.0,600.0,1260.0,600.0
1145 Highway 141,P.O. Box 100,Rosseau,(705) -       ,1200.0,600.0,True,False,True,False,False,False,False,True,False,347,10908,14291243,9518983,False,45.2576,-79.6402,,,Rosseau,P0C1J0,852,1080.0,600.0,347,1080.0,660.0,victoria street parry sound 1145 highway 141 po box 100 rosseau p0c1j0,(705) 732-4632,1080.0,600.0,1080.0,600.0,1080.0,600.0
85 Catherine Street East,P.O. Box 777,Blenheim,(519) 676-9325,1260.0,600.0,False,False,True,False,True,False,True,False,True,348,10584,16182138,8235945,False,42.3335,-81.9984,1080.0,600.0,Talbot Street & Hwy. 3,N0P1A0,818,1080.0,600.0,348,1080.0,660.0,talbot street hwy 3 85 catherine east po box 777 blenheim n0p1a0,(519) 676-3227,1080.0,600.0,1080.0,600.0,1080.0,600.0
23 Mill Street,Po Box 959,Vankleek Hill,(613) 678-2001,1200.0,570.0,True,True,True,False,False,False,False,False,False,349,13322,17789100,13223439,False,45.5181,-74.6526,1080.0,570.0,Hwy. 34 & Mill Street,K0B1R0,882,1080.0,570.0,349,1080.0,660.0,hwy 34 mill street 23 po box 959 vankleek hill k0b1r0,(613) 678-2001,1080.0,570.0,1080.0,570.0,1080.0,570.0
243 Furnival Road,P.O. Box 98,Rodney,(519) 785-0780,1260.0,600.0,False,False,True,False,True,False,False,False,True,350,9128,11689774,6334288,False,42.5688,-81.6836,1080.0,600.0,Furnival Road & Queen Street,N0L2C0,681,1080.0,600.0,350,,,furnival road queen street 243 po box 98 rodney n0l2c0,(519) 785-0780,1080.0,600.0,1080.0,600.0,,
2075 Parkdale Ave,,Brockville,(613) 342-1184,1260.0,570.0,True,False,True,True,False,False,True,True,True,351,54570,88491338,43370951,False,44.6125,-75.6866,1260.0,570.0,North Augusta & Parkdale,K6V0B4,2695,1260.0,570.0,351,1080.0,660.0,north augusta parkdale 2075 ave brockville k6v0b4,(613) 342-9814,1260.0,570.0,1260.0,570.0,1260.0,570.0
131 Perth Street,P.O. Box 69,Elgin,(613) 359-5431,1260.0,570.0,True,False,True,False,True,False,True,False,True,352,9442,13125854,8309726,False,44.6117,-76.2282,1080.0,570.0,Hwy. 15 & Perth Street,K0G1E0,788,1080.0,570.0,352,1080.0,660.0,hwy 15 perth street 131 po box 69 elgin k0g1e0,(613) 359-5490,1080.0,570.0,1080.0,570.0,1080.0,570.0
219 Main Street,P.O.BOX. 1230,Markham,(905) 294-3632,1260.0,600.0,False,False,True,False,True,False,True,True,True,353,35237,62008614,28935031,False,43.8833,-79.2616,1260.0,600.0,Main Street & Ramona Avenue,L3P1Y6,1980,1260.0,600.0,353,1080.0,660.0,main street ramona avenue 219 pobox 1230 markham l3p1y6,(905) 294-3632,1260.0,600.0,1260.0,600.0,1260.0,600.0
366 Waterloo Street,,New Hamburg,(519) 662-1770,1260.0,600.0,False,False,True,False,True,False,False,False,True,354,15326,24213530,14270814,False,43.3867,-80.7121,1200.0,600.0,Hwy. 7 & 8,N3A1T6,984,1200.0,600.0,354,1080.0,660.0,hwy 7 8 366 waterloo street new hamburg n3a1t6,(519) 662-1770,1260.0,600.0,1200.0,600.0,1200.0,600.0
2901 Bayview Avenue - Unit #125,Bayview Village Mall,North York,(416) 222-0610,1260.0,540.0,False,True,True,True,True,True,True,True,True,355,98686,232944836,71151989,False,43.7698,-79.3845,1260.0,540.0,Bayview & Sheppard,M2K1E6,4000,1260.0,540.0,355,1080.0,660.0,bayview sheppard 2901 avenue -  unit #125 village mall toronto north toronto-north torontonorth york m2k1e6,(416) 222-7658,1260.0,540.0,1260.0,540.0,1260.0,540.0
5111 New Street,Appleby Mall,Burlington,(905) 637-6103,1260.0,570.0,False,False,True,False,True,False,True,False,True,356,0,0,0,True,43.3683,-79.753,1260.0,570.0,Appleby & New,L7L1V2,0,1200.0,570.0,356,1020.0,720.0,appleby new 5111 street mall burlington l7l 1v2,(905) 637-5049,1260.0,570.0,1260.0,570.0,1260.0,570.0
1154 Chemong Road,,Peterborough,(705) 745-5477,1320.0,570.0,False,False,True,False,False,True,True,False,True,358,24917,33822971,21206370,False,44.3287,-78.3391,1320.0,570.0,Chemong & Towerhill,K9H7J6,1011,1320.0,570.0,358,1080.0,660.0,chemong towerhill 1154 road peterborough k9h7j6,(705) 745-3302,1320.0,570.0,1320.0,570.0,1320.0,570.0
616 Great Northern Road,,Sault Ste. Marie,(705) 759-1020,1290.0,600.0,True,True,True,True,True,False,True,True,True,359,59114,110261221,50720248,False,46.5441,-84.3187,1290.0,600.0,Great Northern & Second Line,P6B4Z9,3434,1290.0,600.0,359,1080.0,660.0,great northern second line 616 road sault ste marie p6b4z9,(705) 759-7740,1290.0,600.0,1290.0,600.0,1290.0,600.0
675 Wilson Avenue,,North York,(416) 636-7253,1260.0,600.0,True,True,True,True,True,False,True,True,True,360,71822,112052057,53235149,False,43.7327,-79.4547,1260.0,600.0,Wilson & Dufferin,M3K1E3,3044,1260.0,600.0,360,1080.0,660.0,wilson dufferin 675 avenue toronto north toronto-north torontonorth york m3k1e3,(416) 636-5349,1260.0,600.0,1260.0,600.0,1260.0,600.0
2273 Rymal Road East,,Stoney Creek,(905) 561-7973,1260.0,600.0,False,False,True,True,True,False,False,True,True,361,50856,84942967,41553468,False,43.1746,-79.7775,1260.0,600.0,Rymal & Upper Centennial Pkwy,L8J2V8,2776,1260.0,600.0,361,1080.0,660.0,rymal upper centennial pkwy 2273 road east stoney creek l8j2v8,(905) 561-2295,1260.0,600.0,1260.0,600.0,1260.0,600.0
1530 Albion Road,Albion Mall,Etobicoke,(416) 747-1045,1260.0,600.0,False,True,True,False,True,False,True,False,True,362,51957,76431520,41578518,False,43.7413,-79.5849,1260.0,600.0,Albion & Kipling,M9V1B4,1725,1080.0,600.0,362,1020.0,720.0,albion kipling 1530 road mall toronto etobicoke toronto-etobicoke torontoetobicoke m9v1b4,(416) 740-1857,1260.0,600.0,1260.0,600.0,1260.0,600.0
536 Lakeshore Drive,,North Bay,(705) 472-0215,1200.0,600.0,True,True,True,False,True,True,True,False,True,363,22491,30393323,18726697,False,46.2726,-79.4435,1080.0,600.0,Lakeshore & Marshall Park,P1A2E6,1169,1080.0,600.0,363,1080.0,660.0,lakeshore marshall park 536 drive north bay p1a2e6,(705) 472-0540,1080.0,600.0,1080.0,600.0,1080.0,600.0
14 King Drive North,P.O. Box 399,Frankford,(613) 398-6160,1200.0,570.0,True,False,True,False,True,False,False,False,True,364,14418,20514936,20421502,False,44.2015,-77.5968,1080.0,570.0,Trent Street & Mill Street,K0K2C0,847,1080.0,570.0,364,1080.0,660.0,trent street mill 14 king drive north po box 399 frankford k0k2c0,(613) 398-6160,1080.0,570.0,1080.0,570.0,1080.0,570.0
276 Lakeshore Road East,,Oakville,(905) 844-1579,1200.0,600.0,False,False,True,False,True,True,True,True,True,365,0,0,0,True,43.4472,-79.6665,1080.0,600.0,Lakeshore & Trafalgar,L6J1J1,0,1080.0,600.0,365,1080.0,660.0,lakeshore trafalgar 276 road east oakville l6j1j1,(905) 844-6852,1080.0,600.0,1080.0,600.0,1080.0,600.0
415 the Westway,Martinway Plaza,Etobicoke,(416) 247-5822,1260.0,600.0,False,True,True,False,False,False,True,False,True,366,33307,55590250,28273631,False,43.6833,-79.5647,1260.0,600.0,Martingrove & the Westway,M9R1H5,1524,1260.0,600.0,366,1080.0,660.0,martingrove the westway 415 martinway plaza toronto etobicoke toronto-etobicoke torontoetobicoke m9r1h5,(416) 247-7131,1260.0,600.0,1260.0,600.0,1260.0,600.0
3165 Howard Avenue,The Roundhouse Centre,Windsor,(519) 250-1206,1320.0,600.0,False,True,True,True,True,True,True,True,True,367,74937,148318726,58507681,False,42.2742,-83.0058,1320.0,600.0,Howard & E.C. Row Expwy,N8X3Y9,3841,1320.0,600.0,367,1080.0,660.0,howard ec row expwy 3165 avenue the roundhouse centre windsor n8x3y9,(519) 972-1772,1320.0,600.0,1320.0,600.0,1320.0,600.0
4750 Bank Street,Unit 6,Ottawa,(613) 822-8558,1200.0,570.0,True,True,True,False,False,False,True,True,True,368,34551,47801020,28793657,False,45.3183,-75.595,1200.0,570.0,Bank & Findlay Creek,K1T0K8,1984,1200.0,570.0,368,1080.0,660.0,bank findlay creek 4750 street unit 6 ottawa k1t0k8,(613) 822-4279,1200.0,570.0,1200.0,570.0,1200.0,570.0
2 Queen Street South,P.O. Box 550,Harriston,(519) 338-2478,1260.0,600.0,True,False,True,False,True,False,False,False,True,369,10312,13710980,12510346,False,43.9142,-80.8704,1080.0,600.0,Queen & Arthur,N0G1Z0,728,1080.0,600.0,369,1080.0,660.0,queen arthur 2 street south po box 550 harriston n0g1z0,(519) 338-2302,1080.0,600.0,1080.0,600.0,1080.0,600.0
1550 Front Road,,Lasalle,(519) 734-7353,1260.0,600.0,False,True,True,False,True,False,False,False,True,370,19108,26034879,15221568,False,42.2334,-83.1035,1080.0,600.0,Front Road & Beach Lane,N9J2B6,1148,1260.0,600.0,370,1080.0,660.0,front road beach lane 1550 lasalle n9j2b6,(519) 734-8688,1260.0,600.0,1080.0,600.0,1080.0,600.0
930 Southdown Road,,Mississauga,(905) 823-2676,1260.0,600.0,False,True,True,True,True,False,True,True,True,371,70786,135127426,55490707,False,43.5081,-79.6325,1260.0,600.0,Southdown & Royal Windsor,L5J2Y4,3268,1260.0,600.0,371,1080.0,660.0,southdown royal windsor 930 road mississauga l5j2y4,(905) 822-2281,1260.0,600.0,1260.0,600.0,1260.0,600.0
676 Highway #3 East,,Wheatley,(519) 825-4397,1260.0,600.0,True,False,True,False,True,False,False,False,True,372,12377,19043810,12807913,False,42.097,-82.4532,1080.0,600.0,Hwy. 3 & Kent Road,N0P2P0,932,1200.0,600.0,372,1080.0,660.0,hwy 3 kent road 676 highway #3 east wheatley n0p2p0,(519) 825-4791,1200.0,600.0,1080.0,600.0,1080.0,600.0
84 Lynden Road,Lynden Park Mall,Brantford,(519) 752-8934,1260.0,600.0,False,False,True,True,True,True,True,True,True,373,45404,77166195,37065032,False,43.1726,-80.2403,1260.0,600.0,Lynden & Wayne Gretzky Pkwy,N3R6B8,2737,1260.0,600.0,373,1080.0,660.0,lynden wayne gretzky pkwy 84 road park mall brantford n3r6b8,(519) 752-1779,1260.0,600.0,1260.0,600.0,1260.0,600.0
1-264 Main Street,P.O. Box 518,Parkhill,(519) 294-6694,1260.0,600.0,True,False,True,False,True,False,True,False,True,374,13282,18447620,15860367,False,43.165,-81.6832,1080.0,600.0,Hwy. 81 & 7,N0M2K0,879,1080.0,600.0,374,1080.0,660.0,hwy 81 7 1 264 1-264 1264 main street po box 518 parkhill n0m2k0,(519) 294-6694,1080.0,600.0,1080.0,600.0,1080.0,600.0
240 Old Hwy. 17,P.O. Box 246,Plantagenet,(613) 673-4323,1080.0,570.0,True,True,True,False,False,False,False,False,True,375,13694,18712481,15840439,False,45.5398,-74.9916,1080.0,570.0,Old Hwy 17 & Hwy. 17,K0B1L0,904,1080.0,570.0,375,1080.0,660.0,old hwy 17 240 po box 246 plantagenet k0b1l0,(613) 673-4323,1080.0,570.0,1080.0,570.0,,
Highway 17 & Rocky Ridge Road,C / O 546 Park Street,Kenora,(807) 733-2422,1080.0,600.0,False,False,True,False,False,False,False,True,False,376,0,0,0,True,49.7157,-94.7961,,,Highway 17 and Rocky Ridge Road,P9N1A1,0,1080.0,600.0,376,,,highway 17 and rocky ridge road c o 546 park street kenora p9n1a1,(807) 733-2428,1080.0,600.0,1080.0,600.0,1080.0,600.0
24593 Highway 7,Po Box 3126,Sharbot Lake,(613) 279-2354,1080.0,570.0,False,False,True,False,True,False,False,False,True,377,15485,20661840,12329043,False,44.7971,-76.6825,1080.0,570.0,Hwy 7 & Hwy 38,K0H2P0,916,1080.0,570.0,377,1080.0,660.0,hwy 7 38 24593 highway po box 3126 sharbot lake k0h2p0,(613) 279-2354,1080.0,570.0,1080.0,570.0,1080.0,570.0
400 Gibb St.,Oshawa Centre,Oshawa,(905) 723-9703,1320.0,570.0,False,False,True,True,True,False,True,True,True,378,66992,108261638,55370026,False,43.8873,-78.8758,1320.0,570.0,Gibb & Stevenson,L1J0B2,3361,1320.0,570.0,378,1080.0,660.0,gibb stevenson 400 st oshawa centre l1j0b2,(905) 723-5721,1320.0,570.0,1320.0,570.0,1320.0,570.0
18 Koval Street,P.O. Box 467,Pickle Lake,(807) 928-2954,1080.0,600.0,False,False,True,False,True,False,False,False,False,379,5951,8952540,6539089,False,51.4649,-90.1986,,,Koval St & Pickle Lake Rd,P0V3A0,417,1080.0,600.0,379,,,koval st pickle lake rd 18 street po box 467 p0v3a0,(807) 928-2408,1080.0,600.0,1080.0,600.0,1080.0,600.0
"9 Toronto Road, Hwy 2",P.O. Box 640,Colborne,(905) 355-2929,1200.0,570.0,True,False,True,False,True,False,True,False,True,380,13811,16905362,12656202,False,44.0056,-77.8892,1080.0,570.0,Hwy. 2 & Church Street,K0K1S0,809,1080.0,570.0,380,1080.0,660.0,hwy 2 church street 9 toronto road po box 640 colborne k0k1s0,(905) 355-2842,1080.0,570.0,1080.0,570.0,1080.0,570.0
655 Fairway Road South,,Kitchener,(519) 894-2607,1260.0,600.0,False,False,True,True,True,False,True,False,True,381,45497,73811927,35846067,False,43.4197,-80.4489,1260.0,600.0,Fairway & Manitou,N2C1X4,2445,1260.0,600.0,381,1080.0,660.0,fairway manitou 655 road south kitchener n2c1x4,(519) 894-0710,1260.0,600.0,1260.0,600.0,1260.0,600.0
#45 - 130 Cedar Street,Westgate Centre Plaza,Cambridge,(519) 621-4242,1260.0,600.0,False,False,True,False,True,True,True,False,True,382,32165,49371639,25964541,False,43.3527,-80.3297,1200.0,600.0,Cedar & St Andrew,N1S1W4,1676,1260.0,600.0,382,1080.0,660.0,cedar st andrew #45 -  130 street westgate centre plaza cambridge n1s1w4,(519) 621-4900,1260.0,600.0,1200.0,600.0,1200.0,600.0
9970 Dufferin Street,,Vaughan,(905) 879-1149,1260.0,600.0,False,False,True,False,True,False,True,True,True,383,39685,72989221,32133108,False,43.8606,-79.4882,1260.0,600.0,Dufferin & Major Mackenzie,L6A4K5,2429,1260.0,600.0,383,1080.0,660.0,dufferin major mackenzie 9970 street vaughan l6a4k5,(905) 879-1139,1260.0,600.0,1260.0,600.0,1260.0,600.0
22 Isabella Street,,Ottawa,(613) 232-9680,1320.0,570.0,True,True,True,True,True,False,True,True,True,384,47187,68100150,35812076,False,45.4107,-75.6855,1320.0,570.0,Metcalfe & Isabella,K1S1V4,2288,1320.0,570.0,384,1080.0,660.0,metcalfe isabella 22 street ottawa k1s1v4,(613) 232-9689,1320.0,570.0,1320.0,570.0,1320.0,570.0
5925 Rodeo Drive,,Mississauga,(905) 568-4702,1320.0,600.0,False,True,True,True,True,False,True,True,True,385,65777,119080826,52755846,False,43.6131,-79.6886,1320.0,600.0,Mavis & Britannia,L5R4C1,3063,1320.0,600.0,385,1080.0,660.0,mavis britannia 5925 rodeo drive mississauga l5r4c1,(905) 568-4064,1320.0,600.0,1320.0,600.0,1320.0,600.0
"2B Welwood Drive, Unit 1",,Uxbridge,(905) 852-9456,1260.0,570.0,False,False,True,True,True,False,False,True,True,386,56264,96613691,47920184,False,44.0869,-79.135,1260.0,570.0,Hwy. 47 & Brock Road North,L9P1Z7,2840,1260.0,570.0,386,1080.0,660.0,hwy 47 brock road north 2b welwood drive unit 1 uxbridge l9p1z7,(905) 852-6581,1260.0,570.0,1260.0,570.0,1260.0,570.0
1711 Algonquin Avenue,,North Bay,(705) 474-6838,1260.0,600.0,True,True,True,True,True,True,True,True,True,387,43510,74575105,35097778,False,46.3306,-79.467,1260.0,600.0,Hwy 11 North & Hwy 17 West,P1B4Y8,2360,1260.0,600.0,387,1080.0,660.0,hwy 11 north 17 west 1711 algonquin avenue bay p1b4y8,(705) 474-5430,1260.0,600.0,1260.0,600.0,1260.0,600.0
1811 Robertson Road,Unit 1,Nepean,(613) 828-3943,1320.0,570.0,False,True,True,False,True,False,True,True,True,388,50305,64003927,35577861,False,45.3302,-75.8167,1320.0,570.0,Robertson & Stafford,K2H8X3,2129,1320.0,570.0,388,1080.0,660.0,robertson stafford 1811 road unit 1 ottawa nepean ottawa-nepean ottawanepean k2h8x3,(613) 828-5714,1320.0,570.0,1320.0,570.0,1320.0,570.0
1280 Bath Road,Bayou Plaza,Kingston,(613) 548-1045,1320.0,570.0,False,True,True,False,True,True,True,True,False,389,38067,63179429,31133238,False,44.2393,-76.5428,1320.0,570.0,Queen Mary & Bath,K7M4X3,2110,1320.0,570.0,389,1080.0,660.0,queen mary bath 1280 road bayou plaza kingston k7m4x3,(613) 548-8552,1320.0,570.0,1320.0,570.0,1320.0,570.0
192 Bullock Drive,,Markham,(905) 472-7997,1320.0,600.0,False,False,True,True,True,True,True,True,True,390,71496,137700843,54852009,False,43.8741,-79.2818,1320.0,600.0,Mccowan & Hwy 7,L3P1W2,3618,1320.0,570.0,390,1080.0,660.0,mccowan hwy 7 192 bullock drive markham l3p1w2,(905) 472-8600,1320.0,600.0,1320.0,600.0,1320.0,600.0
180 Green Lane East,,East Gwillimbury,(905) 836-0642,1260.0,600.0,True,False,True,True,False,False,True,True,True,391,59020,101537998,46477413,False,44.0751,-79.4826,1260.0,600.0,Yonge St & Green Lane,L9N0A2,3418,1260.0,600.0,391,1080.0,660.0,yonge st green lane 180 east gwillimbury l9n0a2,(905) 836-7945,1260.0,600.0,1260.0,600.0,1260.0,600.0
420 Vansickle Road,,St. Catharines,(905) 685-8030,1260.0,600.0,False,False,True,True,True,False,True,True,True,392,52725,84164423,43908519,False,43.1518,-79.2695,1260.0,600.0,Vansickle & Fourth,L2R6P9,2965,1260.0,600.0,392,1080.0,660.0,vansickle fourth 420 road st catharines l2r6p9,(905) 685-8000,1260.0,600.0,1260.0,600.0,1260.0,600.0
